member_path,official_sku,sha256,duplicate_group,split
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/WhatsApp Image 2026-08-11 at 6.07.07 PM.jpeg,E027,5463657f7d5c77bdcbd9d09bc5f6f20c01abd1d6aed0d8b7d75074636f880cb6,dup-0001,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E026_Jumper Wire M-M/WhatsApp Image 2026-08-11 at 6.07.06 PM (1).jpeg,E026,af047dda5acf8c2f5d60b44063a86bf62b18c1a2773678e355ca244087e4c5cd,dup-0001,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E028_HC-SR501 PIR Motion Sensor/IMG_6146.HEIC,E028,85965af8b270b0642a2a944dc15fab1a330ebd8e1d18209d6ea2447e0c0e1a32,unique-1145,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E029_Maker Line Sensor/IMG_6189.HEIC,E029,b44febff65a2a2ddc1734e12f9b757789acaee9dcf585cc0a1d33bc7f5dc9685,unique-1146,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E026_Jumper Wire M-M/WhatsApp Image 2026-08-11 at 6.07.05 PM.jpeg,E026,33bf7760e875edffc0548304cdb2f7ac9c3e072e3a2d0e3913100bccf6dbadbe,dup-0043,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E021_Soil Moisture Level Sensor/IMG_6116.HEIC,E021,0dbfc421f9aa1da1d9eeb1a7e78a3eb7882a98ee6f348553e9c5343e27ae3ca5,unique-1148,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E024_Light Dependent Resistor (LDR)/IMG_6206.HEIC,E024,37f8830a86e1dc3488abcdb09fb892c01974970e1512ec137db9ea2b699f9efc,unique-1149,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E025_Resistor 220Ω/WhatsApp Image 2026-08-12 at 10.37.43 AM (2).jpeg,E025,05280e450cbe539f79b60f5ca0e1bf69f589ab65f4c442d72a9c1e17565a2d79,unique-1150,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/WhatsApp Image 2026-08-11 at 6.07.06 PM (1).jpeg,E027,af047dda5acf8c2f5d60b44063a86bf62b18c1a2773678e355ca244087e4c5cd,dup-0001,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E025_Resistor 220Ω/IMG_6209.HEIC,E025,180b54f211ec7b0fc79b0536e06af9d08b4955b46c9542688c2c6a2af2adb833,unique-1152,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E021_Soil Moisture Level Sensor/WhatsApp Image 2026-08-11 at 6.03.22 PM.jpeg,E021,f3522e8a0e81776374bed44a5106f7a9c685f3deb58366eda0cde01bf9708364,unique-1153,test
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E026_Jumper Wire M-M/WhatsApp Image 2026-08-11 at 6.07.09 PM (1).jpeg,E026,8608b83372fa0c33b24354151116c958fc08e14b83122894e27ebde0b2af78c4,dup-0011,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/WhatsApp Image 2026-08-11 at 6.07.09 PM (1).jpeg,E027,8608b83372fa0c33b24354151116c958fc08e14b83122894e27ebde0b2af78c4,dup-0011,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E028_HC-SR501 PIR Motion Sensor/IMG_6145.HEIC,E028,6157a0c46e9cb719c3291ae58dedfe966608b873fc382ce088a92714681b0dc2,unique-1156,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E026_Jumper Wire M-M/WhatsApp Image 2026-08-11 at 6.07.09 PM (1)(1).jpeg,E026,8608b83372fa0c33b24354151116c958fc08e14b83122894e27ebde0b2af78c4,dup-0011,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/WhatsApp Image 2026-08-11 at 6.07.09 PM (2).jpeg,E027,932467a7cd5534dfba1037b038cf286a2dd0cb6d633d21d3f1a6ef23be0d58a2,unique-1158,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/WhatsApp Image 2026-08-11 at 6.07.05 PM (1).jpeg,E027,069c4804f296b1b7502034c7118fe17f90fe5bf9d2c5327ad27ae2161c8118de,dup-0012,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E028_HC-SR501 PIR Motion Sensor/IMG_6142.HEIC,E028,7547eeeb994ec4bae283d9a63f787371a43948353e3668d10f8747563f304253,unique-1160,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E029_Maker Line Sensor/IMG_6190.HEIC,E029,253c3f6f009d874af2c68a5c4b1ff93c68064da036f0f54a294f0130b1cd5f98,unique-1161,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/WhatsApp Image 2026-08-11 at 6.07.05 PM (1)(1).jpeg,E027,069c4804f296b1b7502034c7118fe17f90fe5bf9d2c5327ad27ae2161c8118de,dup-0012,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E024_Light Dependent Resistor (LDR)/IMG_2339.JPG,E024,a6cb7f1a73224dbcb2f13a5908f2d4426aba0f431756ae8f39e423457eb82970,unique-1163,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E025_Resistor 220Ω/WhatsApp Image 2026-08-12 at 10.37.25 AM.jpeg,E025,09e6eac57202bf02fc4b0c2a765f7b3bc2b22cbafd0c7c4e63044271151a10d1,unique-1164,validation
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L006_conical flask 5000ml/L006_CONICAL FLASK 5000ML_L006_11.JPG,L006,88aaced23c8bb7553d3ccb4a50ec2c421a2501ee79aec607eb03243bfdf435c6,dup-0044,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E020_MAX30102 Heart Rate and Pulse Oximetry Sensor/IMG_2323.JPG,E020,2813c81b8d8868a737e9af07c63e41fd65946e7e81f68549cf75fd6ecd605bc1,unique-1166,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L006_conical flask 5000ml/L006_CONICAL FLASK 5000ML_L006_02.JPG,L006,88aaced23c8bb7553d3ccb4a50ec2c421a2501ee79aec607eb03243bfdf435c6,dup-0044,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E022_Rocker Switch 6pin/WhatsApp Image 2026-08-11 at 6.03.25 PM (2).jpeg,E022,bc58cfb63d6946b6f6882300c2200f990dffb6ab47b58a210e79c106cfe9ec58,unique-1168,test
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E024_Light Dependent Resistor (LDR)/WhatsApp Image 2026-08-11 at 6.06.17 PM (2).jpeg,E024,d30162b80c1213a847c2b662659cb974284301003fbecf79810679c5253a5269,unique-1169,test
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L006_conical flask 5000ml/L006_CONICAL FLASK 5000ML_L006_16.JPG,L006,86072845af060064cf6ca0f2e3afa26208fc4d1baeffab47543db91601a20097,unique-1170,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/WhatsApp Image 2026-08-11 at 6.07.10 PM.jpeg,E027,00e23d1b64e7cff4e2245aa9086ff0680edaa3ee265f21ddfc6fde178a48a43a,unique-1171,validation
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E026_Jumper Wire M-M/WhatsApp Image 2026-08-11 at 6.07.02 PM (1).jpeg,E026,73fac5dafd89fbc786a39f9e8d61a53cec8d82d4e0c8df2b5fbd602c749e35bd,dup-0042,test
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/WhatsApp Image 2026-08-11 at 6.07.09 PM.jpeg,E027,2e5f20990dd151809977a96e1096c61002f601716a9abb14096e09da6d083136,dup-0012,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E029_Maker Line Sensor/IMG_2330.JPG,E029,7352fbb868c3d3e98a0151cdedc0454dfc845f2e8f153919c270fe9e97ac4333,unique-1174,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L006_conical flask 5000ml/L006_CONICAL FLASK 5000ML_L006_01.JPG,L006,11c4070f01f250e69087144890255991d47a6d40b867062a5a5a0b5cc6812350,unique-1175,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L006_conical flask 5000ml/L006_CONICAL FLASK 5000ML_L006_05.JPG,L006,05d99dea8011539843971d56c41e00f0d3f9d9f7f1bc874e21dc3cc07a78f21a,unique-1176,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E026_Jumper Wire M-M/WhatsApp Image 2026-08-11 at 6.07.01 PM (1).jpeg,E026,a9e28c4eeec395e499f1bf3bcb538d6eeda438ae8edc8fde2e50f91591b6e39d,dup-0045,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E024_Light Dependent Resistor (LDR)/IMG_2343.JPG,E024,94fd74c51209fead179f3dd75dcf98d360bd45684b3bc68e60b6f2f874a1d18c,unique-1178,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E026_Jumper Wire M-M/WhatsApp Image 2026-08-11 at 6.07.03 PM (1).jpeg,E026,a9e28c4eeec395e499f1bf3bcb538d6eeda438ae8edc8fde2e50f91591b6e39d,dup-0045,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E026_Jumper Wire M-M/WhatsApp Image 2026-08-11 at 6.07.06 PM.jpeg,E026,e7e47b000c58de3f23d5534c4ff1274d88cfdc7df7d2bba1828cdd843049b96a,dup-0001,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E026_Jumper Wire M-M/IMG_6210.HEIC,E026,b9ae229a7eea341540fab6c5787e3c62c9663d55a9557aa8d20a7b820b30463d,unique-1181,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E024_Light Dependent Resistor (LDR)/IMG_6205.HEIC,E024,e6a5a9771c634ae12f6c77f3d77f25360826e4936f13428ccd6e9e24e3fba20b,unique-1182,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E026_Jumper Wire M-M/IMG_6212.HEIC,E026,cd9b362ec6fdfe0ad79065837ba837feda19262a9a7c834f275a47d3364ece99,unique-1183,test
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E022_Rocker Switch 6pin/IMG_6236.HEIC,E022,8d92005224d122d56a0b43896ebec630af75023289e95db558e632cc0f0ec580,unique-1184,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E025_Resistor 220Ω/WhatsApp Image 2026-08-12 at 10.37.15 AM (2).jpeg,E025,b57f8f51f747900d29b7dc2348be3a37428cda2d379dedb86b6bc6ef21926197,unique-1185,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E022_Rocker Switch 6pin/IMG_6238.HEIC,E022,c3f16092c8e622503580c9e9109760421c97444a4d875706433d505b4c28e484,unique-1186,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E024_Light Dependent Resistor (LDR)/IMG_6203.HEIC,E024,f5fde48fd350ddf5b73a46e29437b3be9dabddc56ae4548e310177642c2a012b,unique-1187,test
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L006_conical flask 5000ml/L006_CONICAL FLASK 5000ML_L006_18.JPG,L006,a9660d412aec7e91fef8dfd9da18a4b62a3a097936ea8e73c901668f3db200b3,unique-1188,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E021_Soil Moisture Level Sensor/IMG_6120.HEIC,E021,6ba4a0d334073bf8391b69ede004db9d117e0dcf30df6fbceb7695c2eea16d22,unique-1189,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_59.JPG,L003,270f8f31e2b522158452d1d3eb76bcb54ec6876687c646f842b591405d883377,unique-1190,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E026_Jumper Wire M-M/IMG_2248.jpeg,E026,bb9192f8669fef09e783ae2fee80e337d3139f08f9c66dacbea8f52a2d1f671b,dup-0038,validation
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L006_conical flask 5000ml/L006_CONICAL FLASK 5000ML_L006_08.JPG,L006,d9b022253fc59de9d535b9c76cf9332a5fc31b098f895a64b47be85e0dabc5c8,unique-1192,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L006_conical flask 5000ml/L006_CONICAL FLASK 5000ML_L006_12.JPG,L006,a63ba6e4892cdcba0a148d28ab0385bc0029d65ad669095bf497d2ded447fa95,unique-1193,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E021_Soil Moisture Level Sensor/IMG_2332.JPG,E021,11780023418b8169b2860de6a520899ae323810e7c8eb0b61b93d66a541b7002,unique-1194,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/IMG_6122.HEIC,E027,3ff3fdfc55f4fd821f3dd21148197f070eeda587757cfc76473a63437c654f4b,unique-1195,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L006_conical flask 5000ml/L006_CONICAL FLASK 5000ML_L006_06.JPG,L006,131b92772cd1cff15c7906ee502c07b4cd8534b8d37289300a072b043112590b,unique-1196,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E022_Rocker Switch 6pin/IMG_6237.HEIC,E022,4bc433fdfe0dcf08b468a92a637c4865c6baa5444d8dff51e511806957eb4a51,unique-1197,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_56.JPG,L003,b33c56a18302c74a5311a5faed17e16b8de1b61ba4dbfc2b591e847ec3f4da42,unique-1198,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_48.JPG,L003,115804f1332199b92cf96488dfbb592ff6aa879ad52853ed27dff8a36e3bbc19,unique-1199,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L006_conical flask 5000ml/L006_CONICAL FLASK 5000ML_L006_17.JPG,L006,358225396d5d91407b378af6285b92379df129ec5566ee6b9579395bc4e10d85,unique-1200,test
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E021_Soil Moisture Level Sensor/IMG_6119.HEIC,E021,32819817459f6d54dbe410cdbb2125fcff163450f85625924d98be96f9cfa818,unique-1201,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L006_conical flask 5000ml/L006_CONICAL FLASK 5000ML_L006_04.JPG,L006,a0df3e7b47fe69a2ae34113cf1b755aa742324c8e8d3652cc5b727cc42753ba2,unique-1202,test
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/IMG_6201.HEIC,E027,a9a920b2334c4ec1b4ff65f3f1bd1e33a2376319e434eb78f1cdf4f3df1011ef,unique-1203,test
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/IMG_6200.HEIC,E027,a3fc03cc34f7ef9ed904d68a460e48106a4dfdd2bc2ebca323b9bf20e28a8027,unique-1204,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L006_conical flask 5000ml/L006_CONICAL FLASK 5000ML_L006_14.JPG,L006,57bb73d0edea3f857c8f1123d0579f4ac78343f128d2985cd80680cfa934385e,unique-1205,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_53.JPG,L003,240850f6d3ec62a565b03bd6f7bd1213e449a734e71fe2de27b99b3af759abd6,unique-1206,validation
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_55.JPG,L003,f2b9aa55bd831b1e4783dcb25a45db3e44dab1224b4d69f3d34956636c50279b,unique-1207,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_52.JPG,L003,7963fdb28cfcc976e3553bb1c11ae43f16f86439029a65b51883feb0fdd8241b,unique-1208,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E025_Resistor 220Ω/IMG_2258.JPG,E025,1a866370a04de4aa309293111e3c0467bd7b2d44406222ad894fa54b8171d7ae,unique-1209,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/IMG_2239.jpeg,E027,2a4614850c3b196d576489fd3555f7c5d66657d65f816e46afa942a29d713b7e,unique-1210,test
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E022_Rocker Switch 6pin/WhatsApp Image 2026-08-11 at 6.03.27 PM.jpeg,E022,47342da4db2b9ec54733d9ace18620c1083e56661a508d1c1367ff74ec4334bc,unique-1211,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L006_conical flask 5000ml/L006_CONICAL FLASK 5000ML_L006_03.JPG,L006,cd16ebb5997b5fd922ea33030819270cd4f02b04c43f7e30f8f70d36f190bee7,unique-1212,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_54.JPG,L003,cb0267b679b4b6435d9be0a3e9c552d7cd8e24c3587b61be10e5da7d0d756275,unique-1213,validation
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E025_Resistor 220Ω/WhatsApp Image 2026-08-11 at 6.06.24 PM (2).jpeg,E025,39e11cac7ddb4f6246682e6dc6bda1df887cb83d02ed3f2a2ce02969c53fb0f0,unique-1214,test
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E025_Resistor 220Ω/IMG_6207.HEIC,E025,14bc079e21f9f39d0bd130611813551828582c0663bc1372722dd60b84176d08,unique-1215,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L006_conical flask 5000ml/L006_CONICAL FLASK 5000ML_L006_13.JPG,L006,ed253f19d3aec957445e990c5f6ba11aeba68e6a51c26629d3d3b26ca70272e4,unique-1216,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E024_Light Dependent Resistor (LDR)/IMG_6204.HEIC,E024,ea4fc0fe07de3df510b59345fed2e51ef739f7ed3fc3589d62f065ce6d9b6125,unique-1217,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E022_Rocker Switch 6pin/WhatsApp Image 2026-08-11 at 6.03.27 PM (2).jpeg,E022,badd6a6d04f82955951bc73741248fb53c8be1d5049d2c6d0983ee994eb0c261,unique-1218,test
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E025_Resistor 220Ω/IMG_6208.HEIC,E025,b2cce420e2eb36df75b65a082768328c3ba4ce9e6b2580e1f551c15b047f7459,unique-1219,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E025_Resistor 220Ω/IMG_2257.JPG,E025,154b0a037cab6d09fdcfa990dcd69f7ee7204c4cf8ae7352cafd0d32cf2c249e,unique-1220,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_44.JPG,L003,6da1045153f4f72f3ab7162fa0dc3e5d9694d221639daaa08818fe14eba2605a,unique-1221,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_50.JPG,L003,a57b284f74a8fae69a520d115530efa2dd9c11081855877ca190dcbe41abb11c,unique-1222,validation
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E026_Jumper Wire M-M/WhatsApp Image 2026-08-11 at 6.07.03 PM.jpeg,E026,434db65da291ed63d13f26b1567d90410b37afaf8cedd049f8b16edb9b243a54,unique-1223,test
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L006_conical flask 5000ml/L006_CONICAL FLASK 5000ML_L006_15.JPG,L006,5afdc62be7790b6dd88eb58eb4cc5fba5af52252af84354732ef5dbb568e8755,unique-1224,validation
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_42.JPG,L003,b5a16406c96dbbb7c4b4086bcdd072dd80edc3ee41f6f8f55f0abd5ea1c64903,unique-1225,test
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E022_Rocker Switch 6pin/WhatsApp Image 2026-08-12 at 11.07.19 AM.jpeg,E022,c44899be6c32db4f3bf92c0181a61327c159eae590a6539bc13a3344408920a3,unique-1226,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/WhatsApp Image 2026-08-11 at 6.07.06 PM.jpeg,E027,e7e47b000c58de3f23d5534c4ff1274d88cfdc7df7d2bba1828cdd843049b96a,dup-0001,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L006_conical flask 5000ml/L006_CONICAL FLASK 5000ML_L006_19.JPG,L006,ff16be2b55dae23cdd8a926eedbdb5888c086f1aba84c49ec1c14b0b0eaf3fc0,unique-1228,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_37.JPG,L003,e25894fe37e0a2c7f015a91877f890016d7f30803b601e0957c334f796d346ff,unique-1229,validation
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E021_Soil Moisture Level Sensor/IMG_2333.jpeg,E021,cdc614e7b822cdc15ada076ea1d335cb674e3e625fe946bc6f0fbb0f9c9dd655,dup-0046,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_46.JPG,L003,bc22ac7ad407bf1a9ede77bbeeee5f75e50f5e02708308790b0883d7c8a84bc6,unique-1231,validation
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_25.JPG,L003,0477c23bb585e9edf0aa86932f23fbbd755fc9808aa9afbf0a934d18c46dcf95,unique-1232,test
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E021_Soil Moisture Level Sensor/IMG_2241.jpeg,E021,13a66fb46cec439c004416e85395eba8cab2e01d833a212d5b3d370d737e979c,dup-0004,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E021_Soil Moisture Level Sensor/IMG_2333.JPG,E021,cdc614e7b822cdc15ada076ea1d335cb674e3e625fe946bc6f0fbb0f9c9dd655,dup-0046,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_38.JPG,L003,4aef752589798ef9ddf6a18942fd3f175187fe217847a35adcbfa69837570187,unique-1235,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E026_Jumper Wire M-M/IMG_6211.HEIC,E026,cbdab5b62eebcf233807f9666f896021354b87c98f4d0a0d87b2d9207a8cc0d1,unique-1236,test
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_60.JPG,L003,924d2852b91c71f9e5c215d0d2f316309f7216e57d5b870aa8023291899fac31,unique-1237,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_13.JPG,L003,ca69bc2e4f9c73e7bc8a87de4a54a19b81d379ec707619a05a25386e257118f2,unique-1238,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_57.JPG,L003,6cbc2ccb57d54c7c69855056fde4a1298b2ea3ac2a269e956f3d60f23f2acbfd,unique-1239,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/IMG_2243.jpeg,E027,4dc91d859f8d4366e060c5145d17eb6e5b93e1c52ddfbbb73bd9cbaddfbbbac2,dup-0013,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E021_Soil Moisture Level Sensor/IMG_2334.jpeg,E021,6ccd0a71443bc5445e39a270f61bdacbf235528c1cf18752e78f6a65e88fe1fc,dup-0047,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_19.JPG,L003,5424d52ff8309a353bec0b530b43120c8b7622e6c8991a54e53e70140a82c744,unique-1242,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_14.JPG,L003,97000924e0b07096aa9c3332abb0dcf608c072347ae8985d5401d21e7377c788,unique-1243,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_49.JPG,L003,bceef0e0d59c7811aaac64e25a6a8059061601e0f796fd791bebe0f5a9273d58,unique-1244,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_33.JPG,L003,7beb956642a04ef98febc7acf0206b3020f12c1282786d0196f3cc02eab81634,unique-1245,test
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E021_Soil Moisture Level Sensor/IMG_2334.JPG,E021,6ccd0a71443bc5445e39a270f61bdacbf235528c1cf18752e78f6a65e88fe1fc,dup-0047,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E022_Rocker Switch 6pin/IMG_6163.HEIC,E022,e26cd3af730b1be1e9ceac34388982ceda7b35bdbf139ee7a9e27bb1bed033aa,unique-1247,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_31.JPG,L003,fbaf35862e6f6aef37c2b5d23fde951ae2a996bc856751eab4785e7c1c50dbc4,unique-1248,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_22.JPG,L003,92d3679c40c4763f1168a77c1d11cf2e67b931723d27e3491ea1a7d4bd29d55f,unique-1249,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_05.JPG,L003,94d68306c6cfa59bcd4d86fb4c919ee22995346df6562010f1ad9f84c5c7c582,unique-1250,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_18.JPG,L003,789db969227a83851a0692132240a7be69d0298560df5e5137513d72aba0aeb7,unique-1251,validation
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_12.JPG,L003,fb28eb6314952128f81f21d68ec0315d5c52ec2b86c035654195635e770a922a,unique-1252,train
FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L003_beakers 250ml/L003_BEAKERS 250ML_L003_41.JPG,L003,42f2f14f74202cd6883e86210bc0cea5aea177fac349d1f31d9c5decc82c5f22,unique-1253,train
